date,district,lat,lon,cases,deaths,population,incidence_rate,cfr
2021-07-05,Bulawayo,-20.1325,28.6264,13,0,653337,1.9898,0.0
2021-07-12,Bulawayo,-20.1325,28.6264,6,0,653337,0.9184,0.0
2021-07-19,Bulawayo,-20.1325,28.6264,5,0,653337,0.7653,0.0
2021-07-26,Bulawayo,-20.1325,28.6264,3,0,653337,0.4592,0.0
2021-08-02,Bulawayo,-20.1325,28.6264,2,0,653337,0.3061,0.0
2021-08-09,Bulawayo,-20.1325,28.6264,4,0,653337,0.6122,0.0
2021-08-16,Bulawayo,-20.1325,28.6264,1,0,653337,0.1531,0.0
2021-08-23,Bulawayo,-20.1325,28.6264,2,0,653337,0.3061,0.0
2021-08-30,Bulawayo,-20.1325,28.6264,3,0,653337,0.4592,0.0
2021-09-06,Bulawayo,-20.1325,28.6264,4,0,653337,0.6122,0.0
2021-09-13,Bulawayo,-20.1325,28.6264,1,0,653337,0.1531,0.0
2021-09-20,Bulawayo,-20.1325,28.6264,14,0,653337,2.1428,0.0
2021-09-27,Bulawayo,-20.1325,28.6264,2,0,653337,0.3061,0.0
2021-10-04,Bulawayo,-20.1325,28.6264,5,0,653337,0.7653,0.0
2021-10-11,Bulawayo,-20.1325,28.6264,5,0,653337,0.7653,0.0
2021-10-18,Bulawayo,-20.1325,28.6264,11,0,653337,1.6837,0.0
2021-10-25,Bulawayo,-20.1325,28.6264,16,0,653337,2.449,0.0
2021-11-01,Bulawayo,-20.1325,28.6264,35,0,653337,5.3571,0.0
2021-11-08,Bulawayo,-20.1325,28.6264,41,2,653337,6.2755,0.0488
2021-11-15,Bulawayo,-20.1325,28.6264,10,0,653337,1.5306,0.0
2021-11-22,Bulawayo,-20.1325,28.6264,43,1,653337,6.5816,0.0233
2021-11-29,Bulawayo,-20.1325,28.6264,24,2,653337,3.6734,0.0833
2021-12-06,Bulawayo,-20.1325,28.6264,18,0,653337,2.7551,0.0
2021-12-13,Bulawayo,-20.1325,28.6264,21,0,653337,3.2143,0.0
2021-12-20,Bulawayo,-20.1325,28.6264,33,0,653337,5.051,0.0
2021-12-27,Bulawayo,-20.1325,28.6264,12,0,653337,1.8367,0.0
2022-01-03,Bulawayo,-20.1325,28.6264,20,0,653337,3.0612,0.0
2022-01-10,Bulawayo,-20.1325,28.6264,7,0,653337,1.0714,0.0
2022-01-17,Bulawayo,-20.1325,28.6264,13,0,653337,1.9898,0.0
2022-01-24,Bulawayo,-20.1325,28.6264,13,0,653337,1.9898,0.0
2022-01-31,Bulawayo,-20.1325,28.6264,10,0,653337,1.5306,0.0
2022-02-07,Bulawayo,-20.1325,28.6264,9,1,653337,1.3775,0.1111
2022-02-14,Bulawayo,-20.1325,28.6264,14,0,653337,2.1428,0.0
2022-02-21,Bulawayo,-20.1325,28.6264,11,0,653337,1.6837,0.0
2022-02-28,Bulawayo,-20.1325,28.6264,11,0,653337,1.6837,0.0
2022-03-07,Bulawayo,-20.1325,28.6264,17,0,653337,2.602,0.0
2022-03-14,Bulawayo,-20.1325,28.6264,16,0,653337,2.449,0.0
2022-03-21,Bulawayo,-20.1325,28.6264,28,1,653337,4.2857,0.0357
2022-03-28,Bulawayo,-20.1325,28.6264,14,0,653337,2.1428,0.0
2022-04-04,Bulawayo,-20.1325,28.6264,3,0,653337,0.4592,0.0
2022-04-11,Bulawayo,-20.1325,28.6264,17,0,653337,2.602,0.0
2022-04-18,Bulawayo,-20.1325,28.6264,18,0,653337,2.7551,0.0
2022-04-25,Bulawayo,-20.1325,28.6264,7,0,653337,1.0714,0.0
2022-05-02,Bulawayo,-20.1325,28.6264,4,0,653337,0.6122,0.0
2022-05-09,Bulawayo,-20.1325,28.6264,5,1,653337,0.7653,0.2
2022-05-16,Bulawayo,-20.1325,28.6264,8,0,653337,1.2245,0.0
2022-05-23,Bulawayo,-20.1325,28.6264,16,1,653337,2.449,0.0625
2022-05-30,Bulawayo,-20.1325,28.6264,8,0,653337,1.2245,0.0
2022-06-06,Bulawayo,-20.1325,28.6264,6,0,653337,0.9184,0.0
2022-06-13,Bulawayo,-20.1325,28.6264,8,0,653337,1.2245,0.0
2022-06-20,Bulawayo,-20.1325,28.6264,9,0,653337,1.3775,0.0
2022-06-27,Bulawayo,-20.1325,28.6264,0,0,653337,0.0,0.0
2022-07-04,Bulawayo,-20.1325,28.6264,2,0,653337,0.3061,0.0
2022-07-11,Bulawayo,-20.1325,28.6264,2,0,653337,0.3061,0.0
2022-07-18,Bulawayo,-20.1325,28.6264,9,0,653337,1.3775,0.0
2022-07-25,Bulawayo,-20.1325,28.6264,6,0,653337,0.9184,0.0
2022-08-01,Bulawayo,-20.1325,28.6264,6,0,653337,0.9184,0.0
2022-08-08,Bulawayo,-20.1325,28.6264,4,0,653337,0.6122,0.0
2022-08-15,Bulawayo,-20.1325,28.6264,1,0,653337,0.1531,0.0
2022-08-22,Bulawayo,-20.1325,28.6264,8,0,653337,1.2245,0.0
2022-08-29,Bulawayo,-20.1325,28.6264,12,0,653337,1.8367,0.0
2022-09-05,Bulawayo,-20.1325,28.6264,2,0,653337,0.3061,0.0
2022-09-12,Bulawayo,-20.1325,28.6264,2,0,653337,0.3061,0.0
2022-09-19,Bulawayo,-20.1325,28.6264,11,0,653337,1.6837,0.0
2022-09-26,Bulawayo,-20.1325,28.6264,2,0,653337,0.3061,0.0
2022-10-03,Bulawayo,-20.1325,28.6264,3,0,653337,0.4592,0.0
2022-10-10,Bulawayo,-20.1325,28.6264,6,0,653337,0.9184,0.0
2022-10-17,Bulawayo,-20.1325,28.6264,11,0,653337,1.6837,0.0
2022-10-24,Bulawayo,-20.1325,28.6264,4,0,653337,0.6122,0.0
2022-10-31,Bulawayo,-20.1325,28.6264,21,0,653337,3.2143,0.0
2022-11-07,Bulawayo,-20.1325,28.6264,4,0,653337,0.6122,0.0
2022-11-14,Bulawayo,-20.1325,28.6264,13,0,653337,1.9898,0.0
2022-11-21,Bulawayo,-20.1325,28.6264,12,0,653337,1.8367,0.0
2022-11-28,Bulawayo,-20.1325,28.6264,7,0,653337,1.0714,0.0
2022-12-05,Bulawayo,-20.1325,28.6264,16,0,653337,2.449,0.0
2022-12-12,Bulawayo,-20.1325,28.6264,18,0,653337,2.7551,0.0
2022-12-19,Bulawayo,-20.1325,28.6264,15,0,653337,2.2959,0.0
2022-12-26,Bulawayo,-20.1325,28.6264,3,0,653337,0.4592,0.0
2023-01-02,Bulawayo,-20.1325,28.6264,8,0,653337,1.2245,0.0
2023-01-09,Bulawayo,-20.1325,28.6264,3,0,653337,0.4592,0.0
2023-01-16,Bulawayo,-20.1325,28.6264,11,0,653337,1.6837,0.0
2023-01-23,Bulawayo,-20.1325,28.6264,10,0,653337,1.5306,0.0
2023-01-30,Bulawayo,-20.1325,28.6264,7,0,653337,1.0714,0.0
2023-02-06,Bulawayo,-20.1325,28.6264,18,0,653337,2.7551,0.0
2023-02-13,Bulawayo,-20.1325,28.6264,4,1,653337,0.6122,0.25
2023-02-20,Bulawayo,-20.1325,28.6264,7,0,653337,1.0714,0.0
2023-02-27,Bulawayo,-20.1325,28.6264,22,0,653337,3.3673,0.0
2023-03-06,Bulawayo,-20.1325,28.6264,23,1,653337,3.5204,0.0435
2023-03-13,Bulawayo,-20.1325,28.6264,30,1,653337,4.5918,0.0333
2023-03-20,Bulawayo,-20.1325,28.6264,50,1,653337,7.653,0.02
2023-03-27,Bulawayo,-20.1325,28.6264,25,0,653337,3.8265,0.0
2023-04-03,Bulawayo,-20.1325,28.6264,28,2,653337,4.2857,0.0714
2023-04-10,Bulawayo,-20.1325,28.6264,35,1,653337,5.3571,0.0286
2023-04-17,Bulawayo,-20.1325,28.6264,40,0,653337,6.1224,0.0
2023-04-24,Bulawayo,-20.1325,28.6264,23,1,653337,3.5204,0.0435
2023-05-01,Bulawayo,-20.1325,28.6264,13,0,653337,1.9898,0.0
2023-05-08,Bulawayo,-20.1325,28.6264,31,0,653337,4.7449,0.0
2023-05-15,Bulawayo,-20.1325,28.6264,42,2,653337,6.4285,0.0476
2023-05-22,Bulawayo,-20.1325,28.6264,15,0,653337,2.2959,0.0
2023-05-29,Bulawayo,-20.1325,28.6264,25,0,653337,3.8265,0.0
2023-06-05,Bulawayo,-20.1325,28.6264,25,0,653337,3.8265,0.0
2023-06-12,Bulawayo,-20.1325,28.6264,31,3,653337,4.7449,0.0968
2023-06-19,Bulawayo,-20.1325,28.6264,26,1,653337,3.9796,0.0385
2023-06-26,Bulawayo,-20.1325,28.6264,18,1,653337,2.7551,0.0556
2023-07-03,Bulawayo,-20.1325,28.6264,19,1,653337,2.9081,0.0526
2023-07-10,Bulawayo,-20.1325,28.6264,10,0,653337,1.5306,0.0
2023-07-17,Bulawayo,-20.1325,28.6264,24,0,653337,3.6734,0.0
2023-07-24,Bulawayo,-20.1325,28.6264,5,0,653337,0.7653,0.0
2023-07-31,Bulawayo,-20.1325,28.6264,12,0,653337,1.8367,0.0
2023-08-07,Bulawayo,-20.1325,28.6264,12,2,653337,1.8367,0.1667
2023-08-14,Bulawayo,-20.1325,28.6264,19,0,653337,2.9081,0.0
2023-08-21,Bulawayo,-20.1325,28.6264,17,1,653337,2.602,0.0588
2023-08-28,Bulawayo,-20.1325,28.6264,25,0,653337,3.8265,0.0
2023-09-04,Bulawayo,-20.1325,28.6264,11,0,653337,1.6837,0.0
2023-09-11,Bulawayo,-20.1325,28.6264,4,0,653337,0.6122,0.0
2023-09-18,Bulawayo,-20.1325,28.6264,6,0,653337,0.9184,0.0
2023-09-25,Bulawayo,-20.1325,28.6264,4,0,653337,0.6122,0.0
2023-10-02,Bulawayo,-20.1325,28.6264,1,0,653337,0.1531,0.0
2023-10-09,Bulawayo,-20.1325,28.6264,6,0,653337,0.9184,0.0
2023-10-16,Bulawayo,-20.1325,28.6264,8,0,653337,1.2245,0.0
2023-10-23,Bulawayo,-20.1325,28.6264,10,0,653337,1.5306,0.0
2023-10-30,Bulawayo,-20.1325,28.6264,18,0,653337,2.7551,0.0
2023-11-06,Bulawayo,-20.1325,28.6264,14,0,653337,2.1428,0.0
2023-11-13,Bulawayo,-20.1325,28.6264,20,0,653337,3.0612,0.0
2023-11-20,Bulawayo,-20.1325,28.6264,27,0,653337,4.1326,0.0
2023-11-27,Bulawayo,-20.1325,28.6264,10,0,653337,1.5306,0.0
2023-12-04,Bulawayo,-20.1325,28.6264,14,0,653337,2.1428,0.0
2023-12-11,Bulawayo,-20.1325,28.6264,15,0,653337,2.2959,0.0
2023-12-18,Bulawayo,-20.1325,28.6264,20,0,653337,3.0612,0.0
2023-12-25,Bulawayo,-20.1325,28.6264,3,0,653337,0.4592,0.0
2024-01-01,Bulawayo,-20.1325,28.6264,5,0,653337,0.7653,0.0
2024-01-08,Bulawayo,-20.1325,28.6264,6,0,653337,0.9184,0.0
2024-01-15,Bulawayo,-20.1325,28.6264,6,0,653337,0.9184,0.0
2024-01-22,Bulawayo,-20.1325,28.6264,10,0,653337,1.5306,0.0
2024-01-29,Bulawayo,-20.1325,28.6264,11,0,653337,1.6837,0.0
2024-02-05,Bulawayo,-20.1325,28.6264,8,0,653337,1.2245,0.0
2024-02-12,Bulawayo,-20.1325,28.6264,3,0,653337,0.4592,0.0
2024-02-19,Bulawayo,-20.1325,28.6264,8,0,653337,1.2245,0.0
2024-02-26,Bulawayo,-20.1325,28.6264,5,0,653337,0.7653,0.0
2024-03-04,Bulawayo,-20.1325,28.6264,10,0,653337,1.5306,0.0
2024-03-11,Bulawayo,-20.1325,28.6264,5,0,653337,0.7653,0.0
2024-03-18,Bulawayo,-20.1325,28.6264,0,0,653337,0.0,0.0
2024-03-25,Bulawayo,-20.1325,28.6264,17,0,653337,2.602,0.0
2024-04-01,Bulawayo,-20.1325,28.6264,25,0,653337,3.8265,0.0
2024-04-08,Bulawayo,-20.1325,28.6264,9,0,653337,1.3775,0.0
2024-04-15,Bulawayo,-20.1325,28.6264,7,0,653337,1.0714,0.0
2024-04-22,Bulawayo,-20.1325,28.6264,7,0,653337,1.0714,0.0
2024-04-29,Bulawayo,-20.1325,28.6264,15,0,653337,2.2959,0.0
2024-05-06,Bulawayo,-20.1325,28.6264,5,0,653337,0.7653,0.0
2024-05-13,Bulawayo,-20.1325,28.6264,4,0,653337,0.6122,0.0
2024-05-20,Bulawayo,-20.1325,28.6264,8,0,653337,1.2245,0.0
2024-05-27,Bulawayo,-20.1325,28.6264,9,0,653337,1.3775,0.0
2024-06-03,Bulawayo,-20.1325,28.6264,12,0,653337,1.8367,0.0
2024-06-10,Bulawayo,-20.1325,28.6264,8,0,653337,1.2245,0.0
2024-06-17,Bulawayo,-20.1325,28.6264,5,0,653337,0.7653,0.0
2024-06-24,Bulawayo,-20.1325,28.6264,5,0,653337,0.7653,0.0
