date,district,lat,lon,cases,deaths,population_x,incidence_rate,cfr,rainfall_mm,temperature_c,humidity_pct,year,population_y,pop_density_km2,wash_access_pct,poverty_rate,literacy_rate,health_access_pct,open_defecation_pct,water_trucking_events,ocv_coverage_pct,intervention_count,ocv_events,wash_events,cases_lag1w,cases_lag2w,cases_lag4w,cases_lag8w,cases_lag12w,cases_roll4w_mean,cases_roll4w_std,cases_roll8w_mean,cases_roll8w_std,cases_roll13w_mean,cases_roll13w_std,rainfall_lag2w,rainfall_lag4w,rainfall_anomaly,rainfall_4w_cumulative,wash_rain_interaction,risk_score_raw,week_of_year,month,is_rainy_season,year_idx,cases_log
2018-06-11,Bulawayo,-20.1325,28.6264,9.0,0,653337,1.3775,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,12.0,13.0,21.0,10.0,10.0,13.75,5.123475382979801,16.5,8.41766849294642,14.307692307692308,7.364154345936081,,,,,,,24,6,0,0,2.302585092994046
2018-06-18,Bulawayo,-20.1325,28.6264,5.0,0,653337,0.7653,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,9.0,12.0,9.0,35.0,13.0,10.75,2.061552812808835,16.375,8.534593470944337,14.384615384615385,7.297698969977474,,,,,,,25,6,0,0,1.791759469228055
2018-06-25,Bulawayo,-20.1325,28.6264,5.0,0,653337,0.7653,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,5.0,9.0,13.0,17.0,7.0,9.75,3.593976442141307,12.625,5.0691644845505435,14.0,7.670288999335902,,,,,,,26,6,0,0,1.791759469228055
2018-07-02,Bulawayo,-20.1325,28.6264,3.0,0,653337,0.4592,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,5.0,5.0,12.0,15.0,16.0,7.75,3.4034296427770254,11.125,5.356904756613522,13.384615384615385,8.067821489704864,,,,,,,27,7,0,0,1.3862943611198906
2018-07-09,Bulawayo,-20.1325,28.6264,4.0,0,653337,0.6122,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,3.0,5.0,9.0,21.0,10.0,5.5,2.5166114784235867,9.625,5.780200194259217,13.076923076923077,8.401007265615421,,,,,,,28,7,0,0,1.6094379124341003
2018-07-16,Bulawayo,-20.1325,28.6264,5.0,0,653337,0.7653,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,4.0,3.0,5.0,9.0,35.0,4.25,0.9574271077563469,7.5,3.7796447300922726,12.153846153846153,8.706761298421608,,,,,,,29,7,0,0,1.791759469228055
2018-07-23,Bulawayo,-20.1325,28.6264,1.0,0,653337,0.1531,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,5.0,4.0,5.0,13.0,17.0,4.25,0.9574271077563469,7.0,3.817254061682111,11.76923076923077,8.917715011461233,,,,,,,30,7,0,0,0.6931471805599453
2018-07-30,Bulawayo,-20.1325,28.6264,0.0,0,653337,0.0,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,1.0,5.0,3.0,12.0,15.0,3.25,1.7078251276599379,5.5,3.4641016151377553,9.153846153846153,6.066934341798357,,,,,,,31,7,0,0,0.0
2018-08-06,Bulawayo,-20.1325,28.6264,6.0,0,653337,0.9184,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,0.0,1.0,4.0,9.0,21.0,2.5,2.38047614284762,4.0,2.777460299317655,7.846153846153846,6.066934341798356,,,,,,,32,8,0,0,1.9459101490553132
2018-08-13,Bulawayo,-20.1325,28.6264,7.0,0,653337,1.0714,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,6.0,0.0,5.0,5.0,9.0,3.0,2.943920288775952,3.625,2.1339098923270945,7.153846153846154,5.683985600588045,,,,,,,33,8,0,0,2.0794415416798357
2018-08-20,Bulawayo,-20.1325,28.6264,2.0,0,653337,0.3061,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,7.0,6.0,1.0,5.0,13.0,3.5,3.5118845842842488,3.875,2.416461403433897,6.076923076923077,3.882901373576593,,,,,,,34,8,0,0,1.0986122886681098
2018-08-27,Bulawayo,-20.1325,28.6264,2.0,0,653337,0.3061,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,2.0,7.0,0.0,3.0,12.0,3.75,3.3040379335998376,3.5,2.449489742783179,5.538461538461538,3.9288544686584337,,,,,,,35,8,0,0,1.0986122886681098
2018-09-03,Bulawayo,-20.1325,28.6264,14.0,0,653337,2.1428,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,2.0,2.0,6.0,4.0,9.0,4.25,2.6299556396765866,3.375,2.5035688811888415,4.6923076923076925,3.326274577376687,,,,,,,36,9,0,0,2.70805020110221
2018-09-10,Bulawayo,-20.1325,28.6264,15.0,0,653337,2.2959,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,14.0,2.0,7.0,5.0,5.0,6.25,5.678908345800275,4.625,4.53360468375568,4.846153846153846,3.7158703297736597,,,,,,,37,9,0,0,2.772588722239781
2018-09-17,Bulawayo,-20.1325,28.6264,19.0,0,653337,2.9081,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,15.0,14.0,2.0,1.0,5.0,8.25,7.228416147400481,5.875,5.841660722773962,5.3076923076923075,4.553105449115925,,,,,,,38,9,0,0,2.995732273553991
2018-09-24,Bulawayo,-20.1325,28.6264,15.0,0,653337,2.2959,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,19.0,15.0,2.0,0.0,3.0,12.5,7.325753658611972,8.125,7.039429765866795,6.384615384615385,5.9236596449951024,,,,,,,39,9,0,0,2.772588722239781
2018-10-01,Bulawayo,-20.1325,28.6264,30.0,0,653337,4.5918,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,15.0,19.0,14.0,6.0,4.0,15.75,2.217355782608349,10.0,6.546536707079771,7.153846153846154,6.361946162485101,,,,,,,40,10,0,0,3.4339872044851463
2018-10-08,Bulawayo,-20.1325,28.6264,23.0,0,653337,3.5204,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,30.0,15.0,15.0,7.0,5.0,19.75,7.0887234393789145,13.0,9.350324669687755,9.23076923076923,8.823773249521675,,,,,,,41,10,0,0,3.1780538303479458
2018-10-15,Bulawayo,-20.1325,28.6264,49.0,3,653337,7.5,0.0612,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,23.0,30.0,19.0,2.0,1.0,21.75,6.396613687465164,15.0,9.591663046625438,10.692307692307692,9.437377949626821,,,,,,,42,10,0,0,3.912023005428146
2018-10-22,Bulawayo,-20.1325,28.6264,15.0,1,653337,2.2959,0.0667,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,49.0,23.0,15.0,2.0,0.0,29.25,14.522970311429637,20.875,13.912353195220836,14.076923076923077,14.008696932391311,,,,,,,43,10,0,0,2.772588722239781
2018-10-29,Bulawayo,-20.1325,28.6264,13.0,1,653337,1.9898,0.0769,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,15.0,49.0,30.0,14.0,6.0,29.25,14.522970311429637,22.5,12.023785950000464,15.153846153846153,13.446475088575903,,,,,,,44,10,0,0,2.6390573296152584
2018-11-05,Bulawayo,-20.1325,28.6264,71.0,1,653337,10.8673,0.0141,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,13.0,15.0,23.0,15.0,7.0,25.0,16.57307052620807,22.375,12.129509470708204,16.153846153846153,12.687567102260347,,,,,,,45,11,1,0,4.276666119016055
2018-11-12,Bulawayo,-20.1325,28.6264,65.0,0,653337,9.9489,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,71.0,13.0,49.0,19.0,2.0,37.0,28.047578623950173,29.375,20.521330366231133,21.153846153846153,19.390058250927435,,,,,,,46,11,1,0,4.189654742026425
2018-11-19,Bulawayo,-20.1325,28.6264,32.0,1,653337,4.8979,0.0312,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,65.0,71.0,15.0,15.0,2.0,41.0,31.283648551066843,35.125,23.43646426282892,25.615384615384617,22.31419003511167,,,,,,,47,11,1,0,3.4965075614664802
2018-11-26,Bulawayo,-20.1325,28.6264,47.0,0,653337,7.1938,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,32.0,65.0,13.0,30.0,14.0,45.25,27.5,37.25,22.082637006092753,27.923076923076923,21.191435134905877,,,,,,,48,11,1,0,3.871201010907891
2018-12-03,Bulawayo,-20.1325,28.6264,47.0,1,653337,7.1938,0.0213,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,47.0,32.0,71.0,23.0,15.0,53.75,17.727097901235837,39.375,22.103247983691706,31.384615384615383,20.25890117758308,,,,,,,49,12,1,0,3.871201010907891
2018-12-10,Bulawayo,-20.1325,28.6264,32.0,0,653337,4.8979,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,47.0,47.0,65.0,49.0,19.0,47.75,13.5,42.375,21.172337073239152,33.92307692307692,19.964391377573303,,,,,,,50,12,1,0,3.4965075614664802
2018-12-17,Bulawayo,-20.1325,28.6264,32.0,2,653337,4.8979,0.0625,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,32.0,47.0,32.0,15.0,15.0,39.5,8.660254037844387,40.25,21.265330604396578,35.23076923076923,19.162262593240598,,,,,,,51,12,1,0,3.4965075614664802
2018-12-24,Bulawayo,-20.1325,28.6264,35.0,0,653337,5.3571,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,32.0,32.0,47.0,13.0,30.0,39.5,8.660254037844387,42.375,19.12319085747534,36.23076923076923,18.574865841390114,,,,,,,52,12,1,0,3.58351893845611
2018-12-31,Bulawayo,-20.1325,28.6264,20.0,0,653337,3.0612,0.0,,,,2018,653337,1200,0.6843,0.467,0.8784,0.645,0.0816,3,0.6274,0.0,0.0,0.0,35.0,32.0,47.0,71.0,23.0,36.5,7.14142842854285,45.125,15.541993804804173,37.76923076923077,17.464983281573485,,,,,,,1,12,1,0,3.044522437723423
2019-01-07,Bulawayo,-20.1325,28.6264,19.0,0,653337,2.9081,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,20.0,35.0,32.0,65.0,49.0,29.75,6.652067347825035,38.75,13.771087725479678,37.0,18.046236911518893,,,,,,,2,1,1,1,2.995732273553991
2019-01-14,Bulawayo,-20.1325,28.6264,25.0,0,653337,3.8265,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,19.0,20.0,32.0,32.0,15.0,26.5,8.18535277187245,33.0,10.447145885018406,36.69230769230769,18.33659644619932,,,,,,,3,1,1,1,3.258096538021482
2019-01-21,Bulawayo,-20.1325,28.6264,38.0,0,653337,5.8163,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,25.0,19.0,35.0,47.0,13.0,24.75,7.320063751999251,32.125,10.82902844870476,34.84615384615385,18.20185958378134,,,,,,,4,1,1,1,3.6635616461296463
2019-01-28,Bulawayo,-20.1325,28.6264,17.0,2,653337,2.602,0.1176,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,38.0,25.0,20.0,47.0,71.0,25.5,8.736894948054106,31.0,9.44154950963331,36.61538461538461,17.202414857312245,,,,,,,5,1,1,1,2.8903717578961645
2019-02-04,Bulawayo,-20.1325,28.6264,25.0,0,653337,3.8265,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,17.0,38.0,19.0,32.0,65.0,24.75,9.464847243000456,27.25,8.031189202104498,36.92307692307692,16.775287073855296,,,,,,,6,2,1,1,3.258096538021482
2019-02-11,Bulawayo,-20.1325,28.6264,14.0,0,653337,2.1428,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,25.0,17.0,25.0,32.0,32.0,26.25,8.69386757049665,26.375,7.8182478855559365,33.38461538461539,13.524905800894773,,,,,,,7,2,1,1,2.70805020110221
2019-02-18,Bulawayo,-20.1325,28.6264,39.0,1,653337,5.9694,0.0256,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,14.0,25.0,38.0,35.0,47.0,23.5,10.723805294763608,24.125,8.52622006351164,29.46153846153846,10.689678702806317,,,,,,,8,2,1,1,3.6888794541139363
2019-02-25,Bulawayo,-20.1325,28.6264,27.0,1,653337,4.1326,0.037,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,39.0,14.0,17.0,20.0,47.0,23.75,11.176612486199325,24.625,9.334077351297228,30.0,11.000000000000007,,,,,,,9,2,1,1,3.332204510175204
2019-03-04,Bulawayo,-20.1325,28.6264,40.0,1,653337,6.1224,0.025,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,27.0,39.0,25.0,19.0,32.0,26.25,10.242883708539635,25.5,9.165151389911673,28.46153846153846,9.752054352933246,,,,,,,10,3,1,1,3.713572066704308
2019-03-11,Bulawayo,-20.1325,28.6264,17.0,2,653337,2.602,0.1176,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,40.0,27.0,14.0,25.0,32.0,30.0,12.192894105447921,28.125,10.006248048094745,27.923076923076923,8.78883324131195,,,,,,,11,3,1,1,2.8903717578961645
2019-03-18,Bulawayo,-20.1325,28.6264,12.0,0,653337,1.8367,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,17.0,40.0,39.0,38.0,35.0,30.75,10.90489186863706,27.125,10.736286934636993,26.76923076923077,9.18471416860506,,,,,,,12,3,1,1,2.5649493574615367
2019-03-25,Bulawayo,-20.1325,28.6264,45.0,0,653337,6.8877,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,12.0,17.0,27.0,17.0,20.0,24.0,12.355835328567093,23.875,10.907893603127174,25.23076923076923,9.883941910609746,,,,,,,13,3,1,1,3.828641396489095
2019-04-01,Bulawayo,-20.1325,28.6264,31.0,0,653337,4.7449,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,45.0,12.0,40.0,25.0,19.0,28.5,16.421530582338136,27.375,12.727220547202862,26.0,11.030261405182872,,,,,,,14,4,1,1,3.4657359027997265
2019-04-08,Bulawayo,-20.1325,28.6264,23.0,0,653337,3.5204,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,31.0,45.0,17.0,14.0,25.0,26.25,14.863265679744364,28.125,12.744046228953902,26.846153846153847,10.953280740232998,,,,,,,15,4,1,1,3.1780538303479458
2019-04-15,Bulawayo,-20.1325,28.6264,27.0,0,653337,4.1326,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,23.0,31.0,12.0,39.0,38.0,27.75,13.889444433333779,29.25,11.671087597747075,27.153846153846153,10.769139193749849,,,,,,,16,4,1,1,3.332204510175204
2019-04-22,Bulawayo,-20.1325,28.6264,39.0,1,653337,5.9694,0.0256,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,27.0,23.0,45.0,27.0,17.0,31.5,9.574271077563383,27.75,10.990255424043344,27.307692307692307,10.750074537606833,,,,,,,17,4,1,1,3.6888794541139363
2019-04-29,Bulawayo,-20.1325,28.6264,50.0,0,653337,7.653,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,39.0,27.0,31.0,40.0,25.0,30.0,6.8313005106397355,29.25,11.671087597747075,27.384615384615383,10.836192916475653,,,,,,,18,4,1,1,3.9318256327243257
2019-05-06,Bulawayo,-20.1325,28.6264,65.0,0,653337,9.9489,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,50.0,39.0,23.0,17.0,14.0,34.75,12.23042653930489,30.5,13.395095051121187,29.923076923076923,12.003204700284142,,,,,,,19,5,0,1,4.189654742026425
2019-05-13,Bulawayo,-20.1325,28.6264,28.0,1,653337,4.2857,0.0357,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,65.0,50.0,27.0,12.0,39.0,45.25,16.173538058610845,36.5,16.80136048913046,33.0,15.307950004273389,,,,,,,20,5,0,1,3.367295829986474
2019-05-20,Bulawayo,-20.1325,28.6264,55.0,1,653337,8.4183,0.0182,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,28.0,65.0,39.0,45.0,27.0,45.5,15.800843859321779,38.5,14.222718245318443,34.07692307692308,14.320507081696634,,,,,,,21,5,0,1,4.02535169073515
2019-05-27,Bulawayo,-20.1325,28.6264,17.0,0,653337,2.602,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,55.0,28.0,50.0,31.0,40.0,49.5,15.63116545025781,39.75,15.276031646247095,35.30769230769231,15.423924140679514,,,,,,,22,5,0,1,2.8903717578961645
2019-06-03,Bulawayo,-20.1325,28.6264,4.0,0,653337,0.6122,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,17.0,55.0,65.0,23.0,17.0,41.25,22.48518030466586,38.0,17.11306935815848,34.53846153846154,16.10701392052226,,,,,,,23,6,0,1,1.6094379124341003
2019-06-10,Bulawayo,-20.1325,28.6264,31.0,0,653337,4.7449,0.0,,,,2019,669670,1200,0.6914,0.4646,0.872,0.6566,0.0809,5,0.6002,0.0,0.0,0.0,4.0,17.0,28.0,27.0,12.0,26.0,21.679483388678804,35.625,20.47951938610167,31.76923076923077,18.065408225638706,,,,,,,24,6,0,1,3.4657359027997265
